Gene,OrigName,PIRATE_Cluster,Af293_name,Af293_Evalue,VOG,VOG_Evalue,Pfam_hits,SPROT_name,SPROT_Evalue,SPROT_gene,SPROT_taxa
B5288-CDC-16_003275-T1,Afum_B5288_CDC_16_mRNA_03151,g000100,Afu1g17725-T-p1,0,NA,NA,ADH_zinc_N=6.5e-13;p450=4.5e-62,sp|I1S163|FSL4_GIBZE,2.7e-144,FSL4_GIBZE,GIBZE
AZTEC-2-251_004711-T1,Afum_AZTEC_2_251_mRNA_04605,g000101,Afu5g12690-T-p1,0,NA,NA,Dak1=4.6e-109;Dak2=6e-49,sp|O13902|DAK1_SCHPO,2.8e-147,DAK1_SCHPO,SCHPO
NCPF-7811_006569-T1,Afum_NCPF_7811_mRNA_06404,g000102,Afu6g03620-T-p1,0,NA,NA,BBE=9.1e-13;FAD_binding_4=3.2e-24,sp|A0A075TR33|PATO_PENEN,1.4e-177,PATO_PENEN,PENEN
MO68507EXP_007412-T1,Afum_MO68507EXP_mRNA_07236,g000103,Afu4g03560-T-p1,3.3e-215,NA,NA,AA_permease=1.3e-17;AA_permease_2=2.8e-32;Esterase_PHB=2.1e-12;Peptidase_S9=3.1e-07,sp|Q9C0Z0|YKM2_SCHPO,1.1e-29,YKM2_SCHPO,SCHPO
AF100-12-5_004457-T1,Afum_AF100_12_5_mRNA_04312,g000104,Afu3g10940-T-p1,9.4e-228,NA,NA,Pex19=2.9e-66,NA,NA,NA,NA
AZTEC-8-224_004078-T1,Afum_AZTEC_8_224_mRNA_03932,g000105,Afu5g07540-T-p1,0,NA,NA,ArAE_2=3.5e-68;ArAE_2_N=1.6e-143;FUSC_2=2.9e-09,sp|P87136|YDM5_SCHPO,4.3e-57,YDM5_SCHPO,SCHPO
IFM-59777_007938-T1,Afum_IFM_59777_mRNA_07634,g000106,Afu6g02540-T-p1,0,NA,NA,WH1=1.4e-29;WH2=5.3e-07,sp|O36027|WSP1_SCHPO,2.9e-56,WSP1_SCHPO,SCHPO
IFM-58026_001901-T1,Afum_IFM_58026_mRNA_01830,g000107,Afu1g02530-T-p1,3.8e-298,NA,NA,MFS_1=5.6e-31;Sugar_tr=1.8e-89,sp|Q7EZD7|MST3_ORYSJ,7e-50,MST3_ORYSJ,ORYSJ
AF106-6-5_005893-T1,Afum_AF106_6_5_mRNA_05764,g000108_1,Afu5g11090-T-p1,2e-161,NA,NA,GATase=3.5e-15,sp|Q09686|YA14_SCHPO,3.9e-46,YA14_SCHPO,SCHPO
AF293_005928-T1,Afum_AF293_mRNA_05821,g000108_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-13_008871-T1,Afum_AF100_12_13_mRNA_08592,g000109,Afu8g00540-T-p1,0,NA,NA,Acyl_transf_1=1.3e-46;adh_short=3.3e-12;AMP-binding=5.9e-74;Condensation=9.4e-70;Epimerase=1.8e-14;KAsynt_C_assoc=7.7e-12;ketoacyl-synt=8e-71;Ketoacyl-synt_C=1.3e-31;KR=1.2e-53;NAD_binding_4=3.5e-34;PP-binding=8.8e-19;PP-binding=8.8e-19;PS-DH=9.3e-56,sp|Q4WAZ9|PSOA_ASPFU,0,PSOA_ASPFU,ASPFU
CM2141_006845-T1,Afum_CM2141_mRNA_06633,g000110,Afu6g09800-T-p1,2.1e-270,NA,NA,LysM=1.9e-10,sp|D4ALG0|LYSM1_ARTBC,5.3e-67,LYSM1_ARTBC,ARTBC
AZTEC-4-250_008370-T1,Afum_AZTEC_4_250_mRNA_08186,g000111,Afu6g08700-T-p1,0,NA,NA,Fn3-like=3.3e-21;Glyco_hydro_3=5.8e-41;Glyco_hydro_3_C=2.1e-49,sp|B0Y7Q8|BGLF_ASPFC,0,BGLF_ASPFC,ASPFC
CM2141_009019-T1,Afum_CM2141_mRNA_08773,g000112,Afu7g06140-T-p1,0,NA,NA,Fn3-like=1.1e-29;Glyco_hydro_3=8.9e-37;Glyco_hydro_3_C=4e-55,sp|B0YB65|BGLL_ASPFC,0,BGLL_ASPFC,ASPFC
AF100-12-35_006313-T1,Afum_AF100_12_35_mRNA_06131,g000113,Afu6g04940-T-p1,0,NA,NA,Drf_FH3=1.1e-54;Drf_GBD=1.7e-72;FH2=3.5e-93,sp|P78621|SEPA_EMENI,0,SEPA_EMENI,EMENI
IFM-60514_005050-T1,Afum_IFM_60514_mRNA_04923,g000114,Afu5g01630-T-p1,0,NA,NA,MFS_1=5.9e-41;Sugar_tr=6.6e-13,sp|G1UB37|FLU1_CANAL,2.8000000000000002e-160,FLU1_CANAL,CANAL
IFM-61118_003084-T1,Afum_IFM_61118_mRNA_02980,g000115,Afu1g14490-T-p1,3.9e-292,NA,NA,Aminotran_1_2=2.8e-14,sp|P10356|YEY2_YEAST,4.4e-55,YEY2_YEAST,YEAST
F21572_008381-T1,Afum_F21572_mRNA_08199,g000116,Afu4g09560-T-p1,1.3e-185,NA,NA,Acetyltransf_1=5.5e-09;Acetyltransf_10=5.3e-10;Acetyltransf_7=1.1e-09;Zip=2.9e-14,NA,NA,NA,NA
B5461-CDC-2_000196-T1,Afum_B5461_CDC_2_mRNA_00194,g000117,Afu4g02870-T-p1,0,NA,NA,MFS_1=1e-32,sp|B5BP49|YP55_SCHPO,4e-70,YP55_SCHPO,SCHPO
AF100-12-25_007368-T1,Afum_AF100_12_25_mRNA_07152,g000118,Afu6g12080-T-p1,0,NA,NA,AMP-binding=3.5e-231;AMP-binding=3.5e-231;AMP-binding=3.5e-231;Condensation=8.6e-166;Condensation=8.6e-166;Condensation=8.6e-166;Condensation=8.6e-166;PP-binding=7.2e-37;PP-binding=7.2e-37;PP-binding=7.2e-37,sp|Q4WLW5|FMQA_ASPFU,0,FMQA_ASPFU,ASPFU
AZTEC-7-225_007386-T1,Afum_AZTEC_7_225_mRNA_07195,g000119,Afu6g11450-T-p1,0,NA,NA,Fungal_trans=2.8e-13;Zn_clus=2.2e-07,NA,NA,NA,NA
AZTEC-3-226_004390-T1,Afum_AZTEC_3_226_mRNA_04253,g000120,Afu3g09620-T-p1,0,NA,NA,RRM_1=3.7e-14,sp|Q8R3C6|RBM19_MOUSE,2.4e-22,RBM19_MOUSE,MOUSE
B7444-CDC-7_002563-T1,Afum_B7444_CDC_7_mRNA_02519,g000121,Afu1g10210-T-p1,0,NA,NA,NA,NA,NA,NA,NA
AF100-12-35_004924-T1,Afum_AF100_12_35_mRNA_04788,g000122,Afu5g03040-T-p1,0,NA,NA,DnaJ=1.7e-19;DUF3395=4.7e-48,sp|Q9Y7T0|YCJ3_SCHPO,1.7e-43,YCJ3_SCHPO,SCHPO
F18304_005625-T1,Afum_F18304_mRNA_05549,g000123,Afu7g01160-T-p1,2.1e-233,NA,NA,Glyco_hydro_43=1.6e-37;p450=5.5e-35,sp|D4AY62|A1131_ARTBC,2.6e-63,A1131_ARTBC,ARTBC
IFM-58026_002076-T1,Afum_IFM_58026_mRNA_02002,g000124,Afu1g04330-T-p1,4.8e-215,NA,NA,Metallophos=6.6e-06;Ribosomal_S8e=1.5e-52,sp|Q9P7B2|RS8B_SCHPO,1.3e-80,RS8B_SCHPO,SCHPO
AF100-12-17_005568-T1,Afum_AF100_12_17_mRNA_05358,g000125,Afu5g07580-T-p1,0,NA,NA,Carboxyl_trans=2.7e-68,sp|I3R7F1|PCCB_HALMT,1.9e-56,PCCB_HALMT,HALMT
AF100-12-3G_001502-T1,Afum_AF100_12_3G_mRNA_01480,g000126,Afu2g16170-T-p1,0,NA,NA,RNA_pol_Rpc4=7.6e-35,NA,NA,NA,NA
DMC2AF100-1-18_001987-T1,Afum_DMC2_AF100_1_18_mRNA_01895,g000127,Afu3g03550-T-p1,9.2e-120,NA,NA,Fungal_trans=1.5e-12,sp|Q1ERI1|CTNR_MONPU,3e-70,CTNR_MONPU,MONPU
W72310_007212-T1,Afum_W72310_mRNA_06897,g000128,Afu6g13970-T-p1,1.6e-250,NA,NA,FAD_binding_3=8.2e-17;UbiA=9.6e-36,sp|Q4WLD1|PYR5_ASPFU,9.2e-249,PYR5_ASPFU,ASPFU
IFM-59073_006562-T1,Afum_IFM_59073_mRNA_06314,g000129,Afu4g01400-T-p1,3.4e-160,NA,NA,DJ-1_PfpI=1e-20,NA,NA,NA,NA
CM2141_005602-T1,Afum_CM2141_mRNA_05421,g000130,Afu5g09960-T-p1,1.4e-205,NA,NA,NA,NA,NA,NA,NA
AF100-12-13_007902-T1,Afum_AF100_12_13_mRNA_07632,g000131,Afu4g04140-T-p1,0,NA,NA,DUF4246=2.8e-182,NA,NA,NA,NA
AF106-6-3_000471-T1,Afum_AF106_6_3_mRNA_00463,g000132,Afu2g04490-T-p1,0,NA,NA,2-Hacid_dh=1.9e-34;2-Hacid_dh_C=6.7e-50;2-Hacid_dh_C=6.7e-50;PGDH_inter=5.7e-17,sp|O04130|SERA2_ARATH,3.7e-108,SERA2_ARATH,ARATH
IFM-59073_006364-T1,Afum_IFM_59073_mRNA_06117,g000133,Afu5g14250-T-p1,1.1e-205,VOG02602,8.5e-21,2OG-FeII_Oxy_2=1.8e-35,sp|Q6NS38|ALKB2_HUMAN,2.5e-22,ALKB2_HUMAN,HUMAN
DMC2-AF100-12-42_006481-T1,Afum_DMC2_AF100_12_42_mRNA_06368,g000134,Afu5g01405-T-p1,1.1e-229,VOG04955,2.2e-30,Chitin_bind_1=5.2e-10;Glyco_hydro_18=3.6e-70,sp|Q9W5U2|CHI10_DROME,2.4e-146,CHI10_DROME,DROME
AZTEC-7-225_006485-T1,Afum_AZTEC_7_225_mRNA_06303,g000135,Afu6g01900-T-p1,0,NA,NA,FMO-like=1.5e-20;K_oxygenase=1.2e-10;Pyr_redox_2=4.5e-10;Pyr_redox_3=6.4e-15,sp|D2E9W9|DEP4_ALTBR,1.6e-63,DEP4_ALTBR,ALTBR
AF100-12-10_002711-T1,Afum_AF100_12_10_mRNA_02617,g000136,Afu1g11410-T-p1,5.1e-272,NA,NA,UQ_con=8.4e-38,sp|B4JKB7|UBE2S_DROGR,1.6e-39,UBE2S_DROGR,DROGR
DMC2-AF100-1-24_009465-T1,Afum_DMC2_AF100_1_24_mRNA_09283,g000137,Afu2g17640-T-p1,7e-149,NA,NA,NA,NA,NA,NA,NA
AF100-12-18_007300-T1,Afum_AF100_12_18_mRNA_07123,g000138,Afu4g01510-T-p1,0,NA,NA,Cupin_2=3.6e-24;Fungal_trans=6e-21,sp|Q9S3U6|GDO1_PSEAC,9.3e-55,GDO1_PSEAC,PSEAC
SF2S9_001757-T1,Afum_SF2S9_mRNA_01698,g000139,NA,NA,NA,NA,FAD_binding_4=2.1e-13,NA,NA,NA,NA
A1163_007265-T1,Afum_A1163_mRNA_07064,g000140,Afu4g09070-T-p1,0,NA,NA,Diphthami_syn_2=1.8e-16;Ribonuc_L-PSP=4.1e-16,sp|Q9USQ7|DPH6_SCHPO,2.8e-62,DPH6_SCHPO,SCHPO
AF100-12-18_002002-T1,Afum_AF100_12_18_mRNA_01940,g000141,Afu1g05010-T-p1,0,NA,NA,MFS_1=2.6e-24;TRI12=6e-09,sp|S0EEY7|FUS6_GIBF5,5.2e-37,FUS6_GIBF5,GIBF5
F7763_007525-T1,Afum_F7763_mRNA_07383,g000142,Afu4g09600-T-p1,0,NA,NA,NA,NA,NA,NA,NA
AF100-10-5_002948-T1,Afum_AF100_10_5_mRNA_02836,g000143,Afu1g12630-T-p1,4e-212,NA,NA,LicD=2.3e-28;LicD=2.3e-28;WLM=1.2e-46,sp|O94580|WSS2_SCHPO,1e-43,WSS2_SCHPO,SCHPO
AZTEC-2-251_000219-T1,Afum_AZTEC_2_251_mRNA_00215,g000144,Afu2g02100-T-p1,1.1e-294,NA,NA,Pyr_redox=1.3e-22;Pyr_redox_2=8.3e-62;Pyr_redox_3=7.9e-09;Pyr_redox_dim=9.4e-42,sp|O00087|DLDH_SCHPO,2.3e-202,DLDH_SCHPO,SCHPO
B72911-CDC-15_007588-T1,Afum_B72911_CDC_15_mRNA_07450,g000145,Afu6g14000-T-p1,2.1e-294,NA,NA,MBOAT_2=1.2e-24,sp|Q4WLC8|PYR8_ASPFU,1.2e-292,PYR8_ASPFU,ASPFU
ASFUM08-12-12-13_000760-T1,Afum_08_12_12_13_mRNA_00745,g000146,Afu2g08060-T-p1,0,NA,NA,NA,NA,NA,NA,NA
AF106-6-2_004888-T1,Afum_AF106_6_2_mRNA_04659,g000147,Afu3g14700-T-p1,0,NA,NA,Acyl_transf_1=2.3e-62;ADH_zinc_N=5.8e-13;ADH_zinc_N_2=2.4e-12;KAsynt_C_assoc=2.5e-30;ketoacyl-synt=8.3e-66;Ketoacyl-synt_C=4.4e-34;KR=4.3e-61;Methyltransf_23=5.2e-09;Methyltransf_31=7.7e-08;PP-binding=3.4e-08;PS-DH=3.7e-68,sp|P0DUK1|PSPA_PENSO,0,PSPA_PENSO,PENSO
AZTEC-12-128_006559-T1,Afum_AZTEC_12_128_mRNA_06334,g000148,Afu6g03480-T-p1,0,NA,NA,Aminotran_5=1.3e-46;AMP-binding=1.8e-75;Epimerase=1.2e-13;GDP_Man_Dehyd=4.4e-08;Glyco_hydro_16=2e-45;NAD_binding_4=4.7e-44;PP-binding=2.4e-06,sp|Q4WD47|FSQF_ASPFU,0,FSQF_ASPFU,ASPFU
AF100-12-21_008950-T1,Afum_AF100_12_21_mRNA_08725,g000149,Afu7g00160-T-p1,0,NA,NA,Acyl_transf_1=2.3e-41;KAsynt_C_assoc=1.5e-13;ketoacyl-synt=8.7e-75;Ketoacyl-synt_C=6.1e-35;PP-binding=9.3e-16;SAT=2.3e-48,sp|Q4WA61|NSCA_ASPFU,0,NSCA_ASPFU,ASPFU
MO91298SB_006931-T1,Afum_MO91298SB_mRNA_06818,g000150,Afu6g08670-T-p1,0,NA,NA,NA,NA,NA,NA,NA
IFM-59361_002874-T1,Afum_IFM_59361_mRNA_02687,g000151,Afu2g11320-T-p1,0,NA,NA,DUF2418=7.8e-38,sp|P87236|MU154_SCHPO,6.9e-24,MU154_SCHPO,SCHPO
AF100-12-3G_008980-T1,Afum_AF100_12_3G_mRNA_08749,g000152,Afu6g08210-T-p1,3.9e-165,NA,NA,p450=1.9e-11;Sld5=1.6e-11,sp|G9N4A8|VIRE_HYPVG,1e-47,VIRE_HYPVG,HYPVG
AZTEC-10-245_008044-T1,Afum_AZTEC_10_245_mRNA_07858,g000153,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-18_005845-T1,Afum_DMC2_AF100_1_18_mRNA_05651,g000154_1,Afu3g15270-T-p1,0,NA,NA,AMP-binding=1.2e-153;AMP-binding=1.2e-153;Condensation=2.5e-55;Condensation=2.5e-55;PP-binding=3e-20;PP-binding=3e-20,sp|Q4WZ44|NRPS7_ASPFU,0,NRPS7_ASPFU,ASPFU
AZTEC-17-234_005011-T1,Afum_AZTEC_17_234_mRNA_04806,g000154_2,Afu3g15270-T-p1,3.6e-156,NA,NA,PP-binding=6.8e-10,sp|Q4WZ44|NRPS7_ASPFU,2.1e-154,NRPS7_ASPFU,ASPFU
AZTEC-17-234_005014-T1,Afum_AZTEC_17_234_mRNA_04809,g000154_3,Afu3g15270-T-p1,9.2e-182,NA,NA,Condensation=3.7e-12,sp|Q4WZ44|NRPS7_ASPFU,5.3e-180,NRPS7_ASPFU,ASPFU
AZTEC-17-234_005010-T1,Afum_AZTEC_17_234_mRNA_04805,g000154_4,Afu3g15270-T-p1,9.7e-157,NA,NA,AMP-binding=5.3e-18,sp|Q4WZ44|NRPS7_ASPFU,5.6e-155,NRPS7_ASPFU,ASPFU
DMC2-AF100-1-24_009062-T1,Afum_DMC2_AF100_1_24_mRNA_08889,g000154_5,Afu3g15270-T-p1,1.4e-146,NA,NA,AMP-binding=1e-28,sp|O30409|TYCC_BREPA,7.8e-149,TYCC_BREPA,BREPA
AZTEC-17-234_005012-T1,Afum_AZTEC_17_234_mRNA_04807,g000154_6,Afu3g15270-T-p1,2.5e-229,NA,NA,AMP-binding=5.2e-15,sp|Q4WZ44|NRPS7_ASPFU,1.4e-227,NRPS7_ASPFU,ASPFU
AZTEC-4-250_001660-T1,Afum_AZTEC_4_250_mRNA_01636,g000155,Afu2g17620-T-p1,0,NA,NA,CDH-cyt=5.9e-73;FAD_binding_2=1.7e-11;GMC_oxred_C=5.3e-28;GMC_oxred_N=1.6e-27;NAD_binding_8=1.6e-07,sp|Q01738|CDH_PHACH,1.5e-139,CDH_PHACH,PHACH
TP32_006196-T1,Afum_TP32_mRNA_06056,g000156,Afu5g13790-T-p1,1.1e-301,NA,NA,FMN_bind_2=1e-59;Fungal_trans_2=2e-46;Zn_clus=2.6e-08,sp|Q4WVZ0|YA800_ASPFU,8.9e-139,YA800_ASPFU,ASPFU
F16311_006202-T1,Afum_F16311_mRNA_06066,g000157,Afu3g12110-T-p1,5.5e-120,NA,NA,Hexapep=3.8e-10,sp|Q9QZB9|DCTN5_MOUSE,1.7e-36,DCTN5_MOUSE,MOUSE
B5259-CDC-23_008529-T1,Afum_B5259_CDC_23_mRNA_08382,g000158,Afu6g09630-T-p1,0,NA,NA,Zn_clus=7.6e-09,sp|Q4WMK0|GLIZ_ASPFU,0,GLIZ_ASPFU,ASPFU
IFM-61118_001664-T1,Afum_IFM_61118_mRNA_01640,g000159,Afu2g17600-T-p1,0,NA,NA,Acyl_transf_1=1.4e-48;ketoacyl-synt=4.3e-80;Ketoacyl-synt_C=2.2e-35;PP-binding=4.7e-29;PP-binding=4.7e-29;PS-DH=7.9e-16;SAT=2.9e-78;Thioesterase=3.6e-26,sp|Q4WZA8|ALB1_ASPFU,0,ALB1_ASPFU,ASPFU
AF100-12-24_001924-T1,Afum_AF100_12_24_mRNA_01796,g000160,Afu2g01810-T-p1,6.3e-138,NA,NA,NA,NA,NA,NA,NA
B7444-CDC-7_006518-T1,Afum_B7444_CDC_7_mRNA_06410,g000161,Afu4g00680-T-p1,5.6e-220,NA,NA,MIP=6.6e-30,sp|P43549|AQY3_YEAST,4.8e-55,AQY3_YEAST,YEAST
AF100-12-4_007763-T1,Afum_AF100_12_4_mRNA_07537,g000162,Afu4g03130-T-p1,4.5e-247,NA,NA,Metallophos=1.3e-11,sp|Q5B5P1|RGLC_EMENI,1.2e-35,RGLC_EMENI,EMENI
AF100-11C_001540-T1,Afum_AF100_11C_mRNA_01519,g000163,Afu2g16400-T-p1,0,NA,NA,RRM_1=5.8e-17,sp|O14369|SCE3_SCHPO,1.3e-40,SCE3_SCHPO,SCHPO
IFM-59361_004127-T1,Afum_IFM_59361_mRNA_03857,g000164,Afu3g06520-T-p1,0,NA,NA,NA,NA,NA,NA,NA
AF100-12-39_002119-T1,Afum_AF100_12_39_mRNA_02054,g000165,Afu1g04550-T-p1,3.8e-197,NA,NA,HMG_box=2.9e-12;HMG_box_2=1.7e-08,NA,NA,NA,NA
AF100-10B_005878-T1,Afum_AF100_10B_mRNA_05774,g000166,Afu6g11590-T-p1,6.9e-114,NA,NA,CMD=4e-16,NA,NA,NA,NA
AF100-10A_008884-T1,Afum_AF100_10A_mRNA_08562,g000167,Afu8g00370-T-p1,0,NA,NA,Acyl_transf_1=5.2e-50;adh_short=1.7e-09;ADH_zinc_N_2=1.4e-10;KAsynt_C_assoc=1.4e-19;ketoacyl-synt=2.9e-65;Ketoacyl-synt_C=1.1e-31;KR=1.9e-53;PP-binding=4.4e-09;PS-DH=5.3e-56,sp|Q4WAY3|FMAB_ASPFU,0,FMAB_ASPFU,ASPFU
IFM-62516_009462-T1,Afum_IFM_62516_mRNA_09166,g000168,Afu7g03870-T-p1,0,NA,NA,DUF1720=2.2e-10;EF-hand_4=2.7e-27;EF-hand_4=2.7e-27;WH2=4.6e-12,sp|B0YC95|PAN1_ASPFC,0,PAN1_ASPFC,ASPFC
ASFUM08-19-02-46_006396-T1,Afum_08_19_02_46_mRNA_06270,g000169,Afu5g06840-T-p1,0,NA,NA,Chitin_bind_1=6.2e-09;Glyco_hydro_18=2.4e-50;LysM=2e-06,sp|P09805|KTXA_KLULA,1.9e-108,KTXA_KLULA,KLULA
AF100-12-38_000280-T1,Afum_AF100_12_38_mRNA_00276,g000170,Afu2g02730-T-p1,0,NA,NA,NA,NA,NA,NA,NA
AF100-12-8_000272-T1,Afum_AF100_12_8_mRNA_00268,g000171,Afu2g02750-T-p1,3.5e-242,NA,NA,Methyltransf_25=1.8e-08;Methyltransf_31=8.4e-15,sp|P40516|EFM4_YEAST,7.7e-30,EFM4_YEAST,YEAST
IFM-61118_003088-T1,Afum_IFM_61118_mRNA_02984,g000172,Afu1g14530-T-p1,0,NA,NA,Amidase=1.2e-88,sp|O59805|YJV7_SCHPO,6.3e-85,YJV7_SCHPO,SCHPO
IFM-62516_005553-T1,Afum_IFM_62516_mRNA_05340,g000173,Afu6g09240-T-p1,0,VOG00014,9.9e-39,Pkinase=8.8e-63;PK_Tyr_Ser-Thr=1.4e-32,sp|Q9UK32|KS6A6_HUMAN,4.9e-86,KS6A6_HUMAN,HUMAN
DMC2-AF100-12-42_007054-T1,Afum_DMC2_AF100_12_42_mRNA_06932,g000174,Afu5g07630-T-p1,5e-177,NA,NA,FtsJ=4.7e-07;Methyltransf_11=1.9e-15;Methyltransf_12=7.6e-16;Methyltransf_23=6.3e-17;Methyltransf_25=6.8e-20;Methyltransf_31=2.5e-23;MTS=1.5e-06;PCMT=1.1e-07;Ubie_methyltran=3.9e-15,NA,NA,NA,NA
IFM-59056_009058-T1,Afum_IFM_59056_mRNA_08893,g000175,Afu8g02200-T-p1,0,NA,NA,AA_permease=9.4e-106;AA_permease_2=3.1e-31,sp|P18696|PUTX_EMENI,3.4e-120,PUTX_EMENI,EMENI
AF100-12-5_000183-T1,Afum_AF100_12_5_mRNA_00181,g000176,Afu2g01800-T-p1,4e-196,NA,NA,NA,NA,NA,NA,NA
AZTEC-17-234_007675-T1,Afum_AZTEC_17_234_mRNA_07394,g000177,Afu6g13720-T-p1,0,NA,NA,Glyco_hydro_18=2.3e-50;LysM=2.2e-13;LysM=2.2e-13,sp|P09805|KTXA_KLULA,2.5e-107,KTXA_KLULA,KLULA
IFM-59361_008298-T1,Afum_IFM_59361_mRNA_07871,g000178,Afu4g04120-T-p1,0,NA,NA,PB1=2.2e-10;PX=1.9e-10;SH3_1=3.9e-27;SH3_1=3.9e-27;SH3_2=3.1e-09,sp|P40996|SCD2_SCHPO,2.3e-108,SCD2_SCHPO,SCHPO
AF100-12-7G_008577-T1,Afum_AF100_12_7G_mRNA_08204,g000179,Afu4g10260-T-p1,3.9e-188,NA,NA,Adaptin_binding=7.4e-21;LSM=7e-15,sp|Q9UUC6|SMD3_SCHPO,3.7e-37,SMD3_SCHPO,SCHPO
AF100-12-35_004802-T1,Afum_AF100_12_35_mRNA_04666,g000180,Afu5g01760-T-p1,0,NA,NA,Methyltr_RsmB-F=4.8e-75;Methyltr_RsmF_N=8.7e-09,sp|P40991|NOP2_YEAST,1.2e-189,NOP2_YEAST,YEAST
AFIS1435-CDC-6_004014-T1,Afum_AFIS1435_CDC_6_mRNA_03936,g000181,Afu3g06110-T-p1,0,NA,NA,PCI=7.9e-22;Rpn3_C=1.6e-27,sp|O42897|RPN3_SCHPO,1.4e-132,RPN3_SCHPO,SCHPO
CM2141_004914-T1,Afum_CM2141_mRNA_04747,g000182,NA,NA,NA,NA,Pho88=9.3e-43,NA,NA,NA,NA
IFM-61118_002613-T1,Afum_IFM_61118_mRNA_02519,g000183,Afu1g10012-T-p1,0,NA,NA,NA,NA,NA,NA,NA
AF106-6-5_009172-T1,Afum_AF106_6_5_mRNA_08981,g000184,Afu7g03790-T-p1,0,NA,NA,ArfGap=1.3e-17;BAR_3=7.9e-22;PH=4.6e-13,sp|Q9UUE2|CSX2_SCHPO,3.2e-114,CSX2_SCHPO,SCHPO
W72310_001881-T1,Afum_W72310_mRNA_01717,g000185,Afu2g01680-T-p1,0,NA,NA,FAD_binding_3=1.3e-18;FAD_binding_3=1.3e-18,sp|J4VWM7|OPS4_BEAB2,8.6e-99,OPS4_BEAB2,BEAB2
AF100-12-25_008834-T1,Afum_AF100_12_25_mRNA_08600,g000186,Afu4g13920-T-p1,2.3e-243,NA,NA,Glyco_hydro_28=9.6e-126,sp|B0Y4Z4|PGLRA_ASPFC,1.3e-241,PGLRA_ASPFC,ASPFC
DMC2AF100-1-15_008238-T1,Afum_DMC2_AF1001_15_mRNA_08080,g000187,Afu5g08580-T-p1,2.5e-252,NA,NA,Gly_transf_sug=7.5e-15,sp|Q5A4E3|OCH1_CANAL,4.5e-89,OCH1_CANAL,CANAL
AF100-12-4_006994-T1,Afum_AF100_12_4_mRNA_06794,g000188,Afu5g08870-T-p1,3.5e-130,NA,NA,MARVEL=4.6e-10,NA,NA,NA,NA
D17_004500-T1,Afum_D17_mRNA_04392,g000189,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_003672-T1,Afum_08_19_02_30_mRNA_03595,g000190,Afu8g00540-T-p1,0,NA,NA,Acyl_transf_1=5.6e-45;adh_short=4.6e-11;adh_short_C2=3.1e-08;AMP-binding=1e-74;Condensation=1.6e-61;Epimerase=5.5e-13;KAsynt_C_assoc=6.7e-14;ketoacyl-synt=7.7e-80;Ketoacyl-synt_C=1.8e-29;KR=5.7e-55;Methyltransf_11=9e-13;Methyltransf_12=1.6e-18;Methyltransf_23=8.4e-12;Methyltransf_25=4.1e-12;Methyltransf_31=1e-09;NAD_binding_4=2.8e-30;PP-binding=1.4e-15;PP-binding=1.4e-15;PS-DH=4.6e-45;Thiolase_N=3.4e-08;Ubie_methyltran=2.4e-08,sp|Q5SBL6|FSDS_FUSHE,0,FSDS_FUSHE,FUSHE
DMC2-AF100-1-24_004593-T1,Afum_DMC2_AF100_1_24_mRNA_04512,g000191,Afu4g14290-T-p1,0,NA,NA,Thioesterase=6.1e-26,sp|A0A443HK81|VDTA1_BYSSP,3.5e-96,VDTA1_BYSSP,BYSSP
AZTEC-9-222_000854-T1,Afum_AZTEC_9_222_mRNA_00839,g000192,Afu2g09490-T-p1,0,NA,NA,eIF_4G1=1.6e-25;MIF4G=9.6e-51,sp|Q10475|IF4G_SCHPO,4.4e-124,IF4G_SCHPO,SCHPO
AF100-12-2_003299-T1,Afum_AF100_12_2_mRNA_03192,g000193,Afu1g17200-T-p1,0,NA,NA,AMP-binding=1.2e-202;AMP-binding=1.2e-202;AMP-binding=1.2e-202;AMP-binding_C=3.5e-16;Condensation=5.4e-144;Condensation=5.4e-144;Condensation=5.4e-144;Condensation=5.4e-144;PP-binding=1.6e-49;PP-binding=1.6e-49;PP-binding=1.6e-49;PP-binding=1.6e-49;PP-binding=1.6e-49,sp|Q4WR82|SIDC_ASPFU,0,SIDC_ASPFU,ASPFU
AF100-12-7G_006683-T1,Afum_AF100_12_7G_mRNA_06362,g000194,Afu6g03600-T-p1,7.1e-251,NA,NA,p450=4.2e-85,sp|P17549|CP53_ASPNG,4.3e-201,CP53_ASPNG,ASPNG
AF106-6-9_002894-T1,Afum_AF106_6_9_mRNA_02761,g000195,Afu1g12760-T-p1,9.7e-183,NA,NA,CAP_N=9.9e-25,sp|P36621|CAP_SCHPO,5.6e-43,CAP_SCHPO,SCHPO
AZTEC-12-128_000987-T1,Afum_AZTEC_12_128_mRNA_00970,g000196,Afu2g11020-T-p1,1.3e-167,NA,NA,TIM=3.7e-48,sp|P0CL22|TPIS_COCIM,2.3000000000000001e-110,TPIS_COCIM,COCIM
