AZTEC-11-1066_000331-T1	14-3-3=3.3e-107
ASFUM08-19-02-30_001710-T1	Ank=4.8e-27;Ank=4.8e-27;Ank_2=8.5e-62;Ank_2=8.5e-62;Ank_2=8.5e-62;Ank_2=8.5e-62;Ank_2=8.5e-62;Ank_2=8.5e-62;Ank_3=5.6e-44;Ank_3=5.6e-44;Ank_3=5.6e-44;Ank_4=8e-41;Ank_4=8e-41;Ank_4=8e-41;Ank_5=9.5e-40;Ank_5=9.5e-40
ASFUM08-12-12-13_008187-T1	RRM_1=1.2e-09
ASFUM08-19-02-46_001751-T1	Pro_isomerase=2.4e-55
CM4602_009119-T1	DUF3759=3.5e-07
AF293_005446-T1	Ribosomal_L2=2.7e-16;Ribosomal_L2_C=5.2e-42
NCPF-7820_002468-T1	WD40=9.6e-30;WD40=9.6e-30;WD40=9.6e-30
AF100-12-38_002543-T1	zf-CCHC_3=2e-15
ASFUM08-19-02-10_000388-T1	DUF3605=2e-59
AF293_000068-T1	APH=2e-13
ASFUM08-12-12-13_006814-T1	Cyt-b5=9.5e-09
ASFUM08-19-02-46_006509-T1	HLH=1.6e-12
ASFUM08-12-12-13_001036-T1	MRP-L47=9.3e-21
ASFUM08-12-12-13_002784-T1	LSM=6.8e-18
ASFUM08-19-02-30_003119-T1	Ccdc124=6.9e-29
ASFUM08-12-12-13_000959-T1	Mit_ribos_Mrp51=9e-116
AF293_000044-T1	Glyco_hydro_71=3.1e-139
ASFUM08-12-12-13_008595-T1	Rib_5-P_isom_A=8.1e-47
COH-913_007696-T1	I-set=5.2e-35;I-set=5.2e-35;I-set=5.2e-35;ig=4.1e-14;Ig_3=3.2e-21;THB=8.1e-23
ASFUM08-12-12-13_002502-T1	WD40=1.6e-19;WD40=1.6e-19;WD40=1.6e-19
ASFUM08-12-12-13_005451-T1	His_biosynth=5.4e-35
ASFUM08-12-12-13_000444-T1	Tim17=2.3e-34
CM2495_000907-T1	Ribosomal_S9=6.9e-35
ASFUM08-12-12-13_002561-T1	Tctex-1=1.6e-35
ASFUM08-12-12-13_006243-T1	YbjQ_1=1.5e-32
ASFUM08-12-12-13_008201-T1	PRA1=4.7e-39
ASFUM08-12-12-13_005222-T1	AA_permease=3.5e-24;AA_permease_2=1.9e-53
ASFUM08-12-12-13_006217-T1	Ribosomal_L10=9e-21;RL10P_insert=1.1e-22
AZTEC-13-751_000248-T1	DNA_binding_1=1e-28
ASFUM09-7500806_009628-T1	Pkinase=5.5e-11;PK_Tyr_Ser-Thr=1.2e-07
ASFUM08-19-02-10_006747-T1	Mak16=3e-31;Ribosomal_L28e=8.6e-41
ASFUM08-12-12-13_008150-T1	RRM_1=2.4e-38;RRM_1=2.4e-38
AF100-12-17_009414-T1	Zn_clus=1.1e-09
CM2495_004417-T1	AAA_31=9.3e-15;ArsA_ATPase=7.9e-116;CbiA=1.3e-14;Fer4_NifH=2.2e-07
CM2495_000621-T1	Yippee-Mis18=2.2e-23
ASFUM08-12-12-13_002467-T1	ALAD=5.2e-124
ASFUM08-12-12-13_000833-T1	Med22=9.4e-20
AF100-12-18_000760-T1	GMC_oxred_C=9.2e-12
ASFUM08-12-12-13_003159-T1	PAC4=7.5e-24
ASFUM08-12-12-13_007868-T1	Rpr2=1.8e-27
AF100-12-32_008005-T1	FKBP_C=6.4e-26
ASFUM08-12-12-13_005988-T1	Rho_GDI=8.7e-66
ASFUM08-12-12-13_006148-T1	Peptidase_S26=2.6e-20;Peptidase_S26=2.6e-20
ASFUM08-12-12-13_007185-T1	Ins_P5_2-kin=3.5e-50;Ins_P5_2-kin=3.5e-50
ASFUM12-7504462_008021-T1	DUF3723=7.2e-50
ASFUM08-12-12-13_001173-T1	Sec62=5.4e-71
ASFUM08-12-12-13_003064-T1	Dioxygenase_C=4.3e-44;Dioxygenase_N=5.8e-32
ASFUM08-12-12-13_009222-T1	DUF2406=4.7e-28
ATCC46645_001806-T1	APH=1.3e-15
ASFUM08-12-12-13_004815-T1	Mitochondr_Som1=1.1e-24
AF100-12-35_007073-T1	Ribosomal_S13=4.3e-55;Ribosomal_S13=4.3e-55
ASFUM08-12-12-13_009427-T1	LSM=6e-23
ASFUM08-12-12-13_007002-T1	PBP=1.4e-17
ASFUM08-12-12-13_003152-T1	Mito_carr=2.3e-46;Mito_carr=2.3e-46;Mito_carr=2.3e-46
ASFUM08-12-12-13_009697-T1	MAPEG=4.3e-16
ASFUM08-12-12-13_008314-T1	Mito_carr=3.5e-55;Mito_carr=3.5e-55;Mito_carr=3.5e-55
ASFUM08-12-12-13_002773-T1	AP_endonuc_2=7.5e-33
ASFUM08-12-12-13_007131-T1	ATP-synt_C=1.1e-09
ASFUM08-19-02-30_005121-T1	FAD_binding_3=5.6e-14
A1163_008729-T1	ANAPC4_WD40=2.3e-22;ANAPC4_WD40=2.3e-22;WD40=1.1e-50;WD40=1.1e-50;WD40=1.1e-50;WD40=1.1e-50
B5269-CDC-24_001709-T1	Dynamin_M=3.1e-49;Dynamin_N=5.3e-30;MMR_HSR1=2.7e-07
ASFUM08-12-12-13_004571-T1	Hva1_TUDOR=1.7e-13
ASFUM08-19-02-10_009717-T1	Hva1_TUDOR=4.1e-15
W72310_000572-T1	Ank=2.5e-08;Ank_2=1.5e-13;Ank_3=1.5e-11;Ank_5=1e-11
ASFUM08-12-12-13_006280-T1	DASH_Dad1=2.6e-27
ASFUM12-7504462_006461-T1	MFS_1=7e-14;MFS_5=9.3e-62
ASFUM08-12-12-13_002350-T1	Fer4=2.3e-15;Fer4=2.3e-15;Fer4_10=4.9e-11;Fer4_4=1.2e-06;Fer4_7=3e-14;Fer4_9=9e-11
ASFUM08-12-12-13_008228-T1	KOW=1.5e-07
ASFUM08-12-12-13_006573-T1	Rieske=1.8e-10
A1163_006437-T1	SBF=1.3e-50
AF293_000043-T1	Choline_kinase=2.7e-19
IFM-59777_010267-T1	EMC3_TMCO1=7.6e-56
ASFUM08-12-12-13_001665-T1	RA=1.5e-13;SAM_1=5.5e-17;SAM_2=2.2e-18
ASFUM08-12-12-13_002325-T1	Ank_2=1.7e-08
CM3262_001043-T1	LSM=2e-16
ASFUM08-12-12-13_007252-T1	PPTA=1.6e-38;PPTA=1.6e-38;PPTA=1.6e-38;PPTA=1.6e-38
ASFUM08-12-12-13_004127-T1	COX17=9.2e-24
ASFUM08-12-12-13_006205-T1	Mhr1=2.9e-30
ASFUM08-19-02-30_006767-T1	UPRTase=1.6e-78
ASFUM08-12-12-13_002548-T1	DUF5315=8.3e-28
ASFUM08-12-12-13_000850-T1	CSTF2_hinge=9.8e-35;CSTF_C=1.2e-18;RRM_1=1.4e-20
ATCC46645_010592-T1	PP2C=3.1e-34;PP2C_2=8.3e-10
ASFUM08-12-12-13_008763-T1	Glyco_hydro_11=5.9e-81
ASFUM12-7504462_003556-T1	Pkinase=3.6e-12;PK_Tyr_Ser-Thr=1.7e-11
ASFUM08-12-12-13_005361-T1	Mito_carr=3.4e-52;Mito_carr=3.4e-52;Mito_carr=3.4e-52
ASFUM117535A-1_003305-T1	DPM2=4.7e-33
ASFUM117535A-1_001854-T1	TrkH=1.2e-06
ASFUM08-12-12-13_000380-T1	SH3_1=2.6e-12;SH3_2=1.1e-07;SH3_9=2.2e-09
ASFUM08-19-02-46_007329-T1	Epimerase=9.7e-09;NAD_binding_10=9.3e-08
ASFUM08-12-12-13_005129-T1	Lipase3_N=2.3e-11;Lipase_3=6.2e-39
Moose312_006606-T1	Pkinase=5.1e-12;PK_Tyr_Ser-Thr=7e-08
CM237_000718-T1	TPT=9e-18;UAA=1.2e-07
AF100-12-8_002572-T1	Abhydrolase_6=4.7e-08
ASFUM08-12-12-13_003281-T1	MJ1316=4.5e-23
ASFUM08-12-12-13_005173-T1	polyprenyl_synt=7e-90
AF100-10A_008541-T1	ADH_N=1.4e-07;ADH_zinc_N=2.7e-10
ASFUM08-12-12-13_008366-T1	zf-DNL=4.5e-30
ASFUM08-19-02-10_001027-T1	DAGAT=4.2e-90
ASFUM08-19-02-10_002613-T1	RNase_H=1e-21
ASFUM08-12-12-13_008639-T1	DnaJ=1.7e-14
CM2495_009667-T1	RNA_pol_N=5.5e-17
COH-371_009149-T1	ATP-synt_ab=8.9e-65;ATP-synt_ab_N=8.3e-24
ASFUM08-12-12-13_007289-T1	Snf7=6e-46
ASFUM117535A-1_004758-T1	Abhydrolase_2=3.1e-52
ASFUM08-12-12-13_006862-T1	UCR_14kD=1.3e-45
ASFUM08-12-12-13_002597-T1	Inhibitor_I78=2.7e-08
AFIS-23107-CDC-12_001853-T1	APH=7.8e-13
ASFUM08-12-12-13_004169-T1	Fic=4.1e-10
ASFUM08-12-12-13_004259-T1	RMI1_N=2.1e-68
ATCC46645_009918-T1	Dynamin_M=4e-26;Dynamin_N=1.9e-31
ASFUM08-12-12-13_005420-T1	NAD_kinase=1.9e-16;NAD_kinase_C=1.2e-30
AZTEC-12-128_000316-T1	PMSR=1.3e-64
ASFUM08-19-02-30_000672-T1	AA_kinase=1.8e-41;PUA=5.4e-18
ASFUM08-12-12-13_006827-T1	ACP_syn_III=7.4e-09;Thiolase_C=1.6e-13;Thiolase_N=7.2e-19
AZTEC-9-222_001047-T1	adh_short=5.3e-38;adh_short_C2=3.1e-23
ASFUM08-12-12-13_002836-T1	IF3_C=1.6e-10;IF3_N=1.8e-11
AF106-6-2_000885-T1	ECH_1=3.2e-59;ECH_2=6e-28
ASFUM08-12-12-13_002222-T1	Rotamase=2.8e-15;Rotamase_3=5.6e-17
ASFUM08-12-12-13_006394-T1	4F5=1.2e-06;zf-met2=3e-20
Afu-1042-09_006525-T1	Ribonuc_L-PSP=3.9e-19
ASFUM08-12-12-13_008923-T1	Sulfotransfer_4=1.2e-65
ASFUM08-19-02-30_010319-T1	Hydrophobin=9.6e-10
ASFUM08-12-12-13_007838-T1	ARPC4=6.9e-80
ASFUM08-12-12-13_006182-T1	Mannosyl_trans3=3.5e-63;Mannosyl_trans3=3.5e-63
CM2495_004587-T1	DUF1168=2.2e-41
ASFUM08-12-12-13_000508-T1	Thiamine_BP=1.3e-30
CF337_009533-T1	DUF676=6.8e-07
ASFUM12-7504462_006458-T1	Glyco_transf_90=1.8e-17
ASFUM08-12-12-13_005981-T1	Thioredoxin=1.5e-29;Thioredoxin_2=8.4e-09
ASFUM08-19-02-10_006634-T1	KGG=1.9e-25;KGG=1.9e-25;KGG=1.9e-25
W72310_006667-T1	Thi4=1.6e-15
ASFUM08-12-12-13_004222-T1	DUF3602=1.1e-23
AF100-12-8_008529-T1	Steroid_dh=2.9e-34
ASFUM08-12-12-13_008046-T1	PAP2=8e-14
ASFUM08-12-12-13_008272-T1	Cornichon=2e-52
AF293_000028-T1	Dimer_Tnp_hAT=8.8e-16
AF100-12-37_007373-T1	MAS20=9.7e-50
AF100-12-7G_010036-T1	Brix=5e-39
ASFUM117535A-1_001143-T1	UQ_con=9.4e-29
AF100-12-40_008623-T1	ESSS=5.7e-21
ASFUM08-12-12-13_009440-T1	DUF3807=1.9e-44
IFM-59777_003424-T1	Ank=2.1e-25;Ank=2.1e-25;Ank=2.1e-25;Ank_2=2.3e-33;Ank_2=2.3e-33;Ank_3=6.4e-23;Ank_3=6.4e-23;Ank_4=4e-25;Ank_4=4e-25
ASFUM08-12-12-13_001658-T1	UPF0113=3.8e-22;UPF0113_N=9.5e-26
ASFUM08-12-12-13_000400-T1	FKBP_C=5.4e-37
ASFUM08-12-12-13_001355-T1	Con-6=1.1e-29;Con-6=1.1e-29
ASFUM08-12-12-13_005134-T1	zf-CHCC=1.3e-18
ASFUM08-12-12-13_001354-T1	Hemerythrin=9.9e-14
ASFUM08-12-12-13_002196-T1	Acetyltransf_1=3.7e-09;Acetyltransf_10=2.9e-07
AF100-11-3_009888-T1	Hexokinase_1=5.6e-47;Hexokinase_2=4.4e-59
ASFUM08-12-12-13_005304-T1	Abhydrolase_3=4e-65;COesterase=1.4e-07;Peptidase_S9=9.8e-12
ASFUM08-12-12-13_007906-T1	MPC=1.3e-49
ASFUM08-12-12-13_007607-T1	Glyco_transf_90=5.5e-17
ASFUM08-12-12-13_002320-T1	TRAM_LAG1_CLN8=1.7e-58
ASFUM08-12-12-13_008327-T1	SelR=2.2e-52
ASFUM08-12-12-13_006802-T1	Arf=4.1e-15;Ras=1.8e-66;Roc=3.7e-35
ASFUM08-12-12-13_000245-T1	KH_6=3.7e-18;Rrp40_N=1.3e-11
ASFUM08-12-12-13_000965-T1	DUF1077=8.7e-52
ASFUM08-12-12-13_006977-T1	Ribosomal_L38e=1.3e-33
ASFUM08-12-12-13_002484-T1	Spindle_Spc25=2.2e-23
ASFUM08-12-12-13_008440-T1	4HBT=2.6e-10
ASFUM08-12-12-13_009404-T1	Ureidogly_lyase=9.9e-74
ASFUM08-12-12-13_007126-T1	Acetyltransf_1=5.8e-06
ASFUM08-12-12-13_002664-T1	HAD_2=2.6e-22
ASFUM08-12-12-13_007970-T1	adh_short=1.7e-42;adh_short_C2=9.5e-62;KR=2.1e-10
ASFUM08-12-12-13_000209-T1	SRP14=1.9e-32
ASFUM08-12-12-13_002973-T1	Band_7=3e-27
ASFUM08-12-12-13_001410-T1	Glyco_hydro_43=8.1e-36
ASFUM08-12-12-13_007454-T1	Aldolase_II=2.1e-47
ASFUM08-12-12-13_006896-T1	SNARE=5.1e-16;Syntaxin_2=4.8e-27
ASFUM08-12-12-13_007636-T1	PRELI=5.6e-44
ASFUM08-12-12-13_004264-T1	Evr1_Alr=3.3e-33
IFM-59361_006571-T1	Ank=3.1e-26;Ank_2=2.7e-49;Ank_2=2.7e-49;Ank_2=2.7e-49;Ank_2=2.7e-49;Ank_3=5.8e-33;Ank_4=1.1e-38;Ank_4=1.1e-38;Ank_4=1.1e-38;Ank_4=1.1e-38;Ank_5=1.1e-25;Ank_5=1.1e-25
ASFUM08-31-08-91_009094-T1	Zn_clus=2.6e-07
ASFUM08-12-12-13_002440-T1	AAA_17=1.6e-24;ADK=3.3e-63;ADK_lid=3.1e-19
ASFUM08-12-12-13_003449-T1	ABM=3.2e-06
ASFUM08-12-12-13_009868-T1	RTA1=1.3e-59
ASFUM08-12-12-13_008422-T1	PNP_UDP_1=2.4e-41
ASFUM08-19-02-46_007985-T1	Med20=1.1e-101
ASFUM08-12-12-13_000170-T1	Aminotran_4=2e-58
ASFUM08-12-12-13_001020-T1	Arf=7.8e-75;Gtr1_RagA=1.8e-08;MMR_HSR1=1.9e-07;Ras=5.6e-11;Roc=8.7e-15;SRPRB=4e-13
ASFUM08-12-12-13_002619-T1	2-Hacid_dh_C=4.4e-08;AdoHcyase=1.1e-131;AdoHcyase=1.1e-131;AdoHcyase_NAD=1.1e-86
ASFUM117535A-1_001858-T1	F-box-like=1.7e-07
AF100-12-17_007103-T1	DUF1857=2.3e-35
ASFUM08-19-02-46_000518-T1	ETC_C1_NDUFA4=8e-37
ASFUM08-12-12-13_002528-T1	MOZART1=6.5e-25
ASFUM08-12-12-13_009857-T1	RNA_pol_Rpc34=1.7e-126
ASFUM08-12-12-13_006897-T1	Cyto_heme_lyase=4.2e-39
IFM-59361-2_008802-T1	Ctf8=3.7e-49
ASFUM08-12-12-13_002546-T1	Ribosomal_L17=2.8e-36
IFM-59361_005043-T1	FAD_binding_8=6.5e-07;Ferric_reduct=2.6e-08
ASFUM08-12-12-13_000698-T1	GPI-anchored=1.5e-19;KRE9=3.5e-13
ASFUM08-19-02-30_008188-T1	Tom7=3.2e-24
ASFUM08-12-12-13_000602-T1	DNA_ligase_A_M=1.9e-09;mRNA_cap_C=3.7e-35;mRNA_cap_enzyme=3.6e-54
ASFUM08-12-12-13_009310-T1	CKS=1.1e-35
ASFUM08-12-12-13_006047-T1	Peptidase_C12=9e-45
W72310_003331-T1	Oxidored_q2=1.4e-25
ASFUM08-19-02-10_008066-T1	Dimer_Tnp_hAT=9.2e-14
F18304_001785-T1	Aldedh=9.6e-29
CM237_006669-T1	DUF3435=1.6e-149
ASFUM10-01-02-27_009018-T1	RTA1=6e-72
ASFUM12-7504462_008056-T1	Ank=4e-41;Ank=4e-41;Ank=4e-41;Ank=4e-41;Ank=4e-41;Ank=4e-41;Ank_2=1.1e-67;Ank_2=1.1e-67;Ank_2=1.1e-67;Ank_2=1.1e-67;Ank_3=3e-49;Ank_3=3e-49;Ank_3=3e-49;Ank_4=3.9e-52;Ank_4=3.9e-52;Ank_4=3.9e-52;Ank_5=3.3e-42;Ank_5=3.3e-42
ASFUM12-7504462_008062-T1	Ank=8e-17;Ank=8e-17;Ank_2=2.6e-37;Ank_2=2.6e-37;Ank_3=1.2e-22;Ank_4=3e-26;Ank_4=3e-26;Ank_5=3.4e-20
ASFUM08-19-02-10_005394-T1	UNC-50=7.1e-88
ASFUM08-12-12-13_001177-T1	Cerato-platanin=1.3e-63
COH-885_003519-T1	Ribosomal_L10=1e-22;RL10P_insert=6.7e-23
ASFUM12-7504462_001880-T1	Ank=1.2e-24;Ank_2=3.2e-36;Ank_2=3.2e-36;Ank_3=7.6e-26;Ank_4=6.2e-39;Ank_4=6.2e-39;Ank_5=2.8e-27;NACHT=8.1e-12;PNP_UDP_1=4.9e-11
ASFUM08-12-12-13_000770-T1	TBCA=2.8e-29
ASFUM08-12-12-13_004931-T1	DUF3237=6.2e-11
COH-762_001708-T1	ATP-synt_C=4e-10
ASFUM08-12-12-13_009816-T1	IF4E=4.8e-54
ASFUM08-12-12-13_002547-T1	AIM5=2.6e-19
ATCC46645_001698-T1	Chromate_transp=6.9e-65;Chromate_transp=6.9e-65
ASFUM12-7504462_008025-T1	Ank=1.2e-44;Ank=1.2e-44;Ank=1.2e-44;Ank=1.2e-44;Ank_2=1.7e-60;Ank_2=1.7e-60;Ank_2=1.7e-60;Ank_2=1.7e-60;Ank_2=1.7e-60;Ank_3=8.3e-47;Ank_3=8.3e-47;Ank_3=8.3e-47;Ank_4=7.2e-50;Ank_4=7.2e-50;Ank_4=7.2e-50;Ank_4=7.2e-50;Ank_5=2e-43
ATCC46645_001699-T1	TrkH=4.4e-122
CM5419_005014-T1	NB-ARC=1.7e-14;Patatin=3.1e-23;TPR_1=2.5e-111;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_10=1.2e-250;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_12=1.2e-263;TPR_16=4.6e-39;TPR_16=4.6e-39;TPR_16=4.6e-39;TPR_16=4.6e-39;TPR_16=4.6e-39;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_7=1.5e-105;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_8=9.2e-70;TPR_MalT=3.2e-86;TPR_MalT=3.2e-86;TPR_MalT=3.2e-86;TPR_MalT=3.2e-86;TPR_MalT=3.2e-86;TPR_MalT=3.2e-86;TPR_MalT=3.2e-86;TPR_MalT=3.2e-86;TPR_MalT=3.2e-86
ASFUM12-7505446_006125-T1	Methyltransf_23=6.2e-21;Methyltransf_25=2.4e-09;Methyltransf_31=1.8e-09
ASFUM10-01-02-27_009019-T1	RTA1=4.6e-40
ASFUM08-12-12-13_001341-T1	Tim17=2.5e-27
ASFUM08-19-02-30_005229-T1	DUF3723=6.5e-51;DUF3723=6.5e-51
ASFUM08-12-12-13_007281-T1	MWFE=4.5e-10
ASFUM12-7504462_008019-T1	Ank=3e-25;Ank=3e-25;Ank_2=5.7e-71;Ank_2=5.7e-71;Ank_2=5.7e-71;Ank_2=5.7e-71;Ank_2=5.7e-71;Ank_2=5.7e-71;Ank_4=3.1e-36;Ank_4=3.1e-36;Ank_4=3.1e-36;Ank_4=3.1e-36;Ank_5=3.2e-31;Ank_5=3.2e-31
ASFUM117535A-1_005054-T1	Trm112p=1.7e-09
ASFUM08-19-02-46_007461-T1	Neugrin=1e-13
ASFUM08-12-12-13_004773-T1	Med31=5.5e-34
AF100-10B_004538-T1	zf-C3HC4=1.3e-08;zf-C3HC4_2=3.2e-09;zf-RING_11=1.5e-09;zf-RING_2=7.5e-12;zf-RING_UBOX=2e-08
AF106-6-3_007667-T1	Ribosomal_L14=1.1e-50;Ribosomal_S8=1.3e-42
ASFUM08-12-12-13_007639-T1	DUF1761=2.5e-28
AFIS-23107-CDC-12_010616-T1	Na_Ca_ex=7.5e-36;Na_Ca_ex=7.5e-36
ASFUM08-12-12-13_007809-T1	vATP-synt_E=2.5e-65
ASFUM08-31-08-91_006115-T1	Ank=6.7e-10;Ank_2=1.4e-11
AF100-12-32_003592-T1	NAD_binding_10=4.9e-19;NmrA=6.4e-07
ASFUM12-7504462_006462-T1	Methyltransf_21=6.6e-08;Methyltransf_22=1.2e-12
COH-371_007923-T1	ATP-synt_ab=2.8e-74;ATP-synt_ab_C=3.6e-49;ATP-synt_ab_N=3.6e-18
ASFUM08-12-12-13_006624-T1	Ribonuclease=4e-12
COH-885_005053-T1	Ion_trans=3.3e-18
ASFUM08-12-12-13_008656-T1	Ost4=1.5e-21
ASFUM12-7504462_009849-T1	Pkinase_fungal=2.6e-129
COH-371_001609-T1	Troponin=5.2e-32
ASFUM08-12-12-13_009112-T1	AhpC-TSA=1.6e-07;Thioredoxin=2e-28;Thioredoxin_2=2.1e-09
ASFUM08-19-02-46_009606-T1	Oxidored_q6=6.1e-24
IFM-59359_008242-T1	Cupin_8=6.7e-20
ASFUM08-12-12-13_001598-T1	Cyanate_lyase=4.9e-34
ASFUM08-19-02-30_008531-T1	NAD_binding_10=2.5e-12;Shikimate_DH=3.3e-07
COH-913_004898-T1	CAMSAP_CH=7.9e-12;CH=5.5e-57;CH=5.5e-57;EFhand_Ca_insen=2e-26;Spectrin=3.7e-73;Spectrin=3.7e-73;Spectrin=3.7e-73;Spectrin=3.7e-73
ASFUM12-7504462_006457-T1	bZIP_2=2.5e-10
COH-371_009148-T1	Calsequestrin=2.3e-238;Thioredoxin_6=2.3e-25
ASFUM12-7504462_006471-T1	zf-C3HC4=1.6e-09;zf-C3HC4_2=2.4e-10;zf-RING_11=1.1e-11;zf-RING_2=5e-14
AF100-10-5_006900-T1	Erv26=5.6e-96
ASFUM08-12-12-13_006356-T1	Glyoxalase_6=1.7e-06
Moose312_001759-T1	ATP-synt_C=3.1e-20
W72310_003333-T1	Complex1_49kDa=2.9e-104
ASFUM08-12-12-13_006033-T1	Ribosomal_L11=1.7e-29;Ribosomal_L11_N=5e-28
ASFUM08-12-12-13_002090-T1	Iso_dh=2.4e-89
ASFUM08-12-12-13_005331-T1	Ribosomal_L27=2.9e-31
ASFUM08-12-12-13_002672-T1	ATP_bind_1=1.2e-77
ASFUM08-12-12-13_005906-T1	Cofilin_ADF=1.8e-34
CM237_003602-T1	Prenyltrans=7.2e-22;Prenyltrans=7.2e-22;Prenyltrans=7.2e-22;Prenyltrans=7.2e-22;SQHop_cyclase_C=3.8e-108;SQHop_cyclase_C=3.8e-108;SQHop_cyclase_N=2.7e-103
ASFUM08-12-12-13_000118-T1	PBP=7.5e-15
ASFUM08-12-12-13_002560-T1	DUF202=5.6e-15
ASFUM12-7504462_006460-T1	PP2C=9.4e-37
ASFUM08-19-02-46_006912-T1	ATG16=1.2e-56
ASFUM08-19-02-46_006293-T1	SPC12=2e-29
ASFUM08-36-03-25_003924-T1	Fungal_trans=3e-25;Zn_clus=1.3e-07
ASFUM08-19-02-46_004985-T1	PAPS_reduct=1.6e-46
ASFUM08-12-12-13_001211-T1	RRM_1=2.4e-18
ATCC46645_003979-T1	WaaY=4e-07
CM2495_007222-T1	Fungal_trans_2=1.6e-09
AF106-6-3_007669-T1	Fer4=3.8e-14;Fer4=3.8e-14;Fer4_10=8.9e-10;Fer4_9=6.5e-10
ASFUM08-12-12-13_000293-T1	Yippee-Mis18=1.6e-20
ASFUM08-12-12-13_004572-T1	Arf=8.6e-73;Gtr1_RagA=4.4e-10;MMR_HSR1=9.5e-07;Ras=1.4e-14;Roc=3.5e-17;SRPRB=4.4e-12
IFM-59361_010719-T1	Ank=4.9e-28;Ank_2=1.4e-42;Ank_2=1.4e-42;Ank_2=1.4e-42;Ank_2=1.4e-42;Ank_4=4.7e-35;Ank_4=4.7e-35;Ank_4=4.7e-35;Ank_4=4.7e-35;NACHT=3.6e-09;PNP_UDP_1=9.2e-09
AF100-11B_008232-T1	Helicase_C=3.8e-13;RecQ_Zn_bind=1.1e-09
ASFUM08-19-02-46_007411-T1	Profilin=2.1e-38
COH-885_003510-T1	ATP-gua_Ptrans=2.1e-82
ASFUM08-36-03-25_003922-T1	ApbA=5.1e-13;ApbA_C=1.2e-26
ASFUM08-12-12-13_005316-T1	Rrp15p=1.4e-39
W72310_009129-T1	Oxidored_q2=1e-27
COH-400_001831-T1	Calsarcin=1e-110
ASFUM08-12-12-13_005275-T1	FLILHELTA=3.2e-32
AF100-12-18_002286-T1	NFACT-R_1=1.3e-30
ASFUM08-12-12-13_002957-T1	Actin=2.1e-105
F13619_009799-T1	Ap4A_phos_N=2.4e-20;ATP_transf=2.7e-19
Moose312_001760-T1	ATP-synt_A=1.3e-51
ASFUM08-12-12-13_005871-T1	PMP1_2=2e-06
ASFUM08-12-12-13_007507-T1	DUF3602=3.6e-24
Moose312_007690-T1	Ribosomal_S18=3.4e-19
ASFUM08-12-12-13_001049-T1	Pribosyltran=8.1e-14
ASFUM08-12-12-13_002199-T1	G-gamma=9.6e-26
ASFUM08-12-12-13_006702-T1	EAP30=8.3e-72
A1163_006522-T1	Zn_clus=5.2e-10
AF106-6-9_001202-T1	Solute_trans_a=2.4e-24
ASFUM08-12-12-13_002181-T1	dCMP_cyt_deam_1=2.1e-24;MafB19-deam=9.8e-21
ASFUM08-12-12-13_000621-T1	RRM_1=2.1e-20;RRM_5=1e-07
ASFUM08-36-03-25_003925-T1	Aldedh=1.4e-166
CM2495_003302-T1	APH=1e-11
ASFUM08-12-12-13_002939-T1	CDC14=2.9e-129
ASFUM08-12-12-13_000973-T1	Ribosomal_S11=1.1e-47
A1163_006436-T1	LMWPc=2.1e-24
Af-M1509-D_009583-T1	CorA=3.1e-09
ASFUM09-7500806_010123-T1	FMN_red=5.2e-25
Af65_001790-T1	PK_Tyr_Ser-Thr=3.4e-10
A1163_007858-T1	DUF3435=5.7e-58
