Gene,OrigName,PIRATE_Cluster,Af293_name,Af293_Evalue,VOG,VOG_Evalue,Pfam_hits,SPROT_name,SPROT_Evalue,SPROT_gene,SPROT_taxa,Kingdom,taxon_id,Species
ASFUM08-12-12-13_010214-T1,Afum_08_12_12_13_mRNA_10032,g003813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_009350-T1,Afum_08_19_02_10_mRNA_09197,g003818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_000012-T1,Afum_09_7500806_mRNA_00012,g003828_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_005106-T1,Afum_AFIS_23107_CDC_12_mRNA_04954,g003828_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59359_001733-T1,Afum_IFM_59359_mRNA_09893,g003828_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6074_009708-T1,Afum_B6074_mRNA_09486,g003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W72310_004718-T1,Afum_W72310_mRNA_04456,g003962_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM7632_010438-T1,Afum_CM7632_mRNA_10217,g003996,NA,NA,NA,NA,FAD_binding_3=9.6e-48,sp|Q5ATH0|APDD_EMENI,1e-93,APDD_EMENI,EMENI,Eukaryota,227321,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)
ASFUM08-19-02-10_000655-T1,Afum_08_19_02_10_mRNA_00641,g004077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007137-T1,Afum_08_12_12_13_mRNA_07005,g004078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_003678-T1,Afum_08_19_02_30_mRNA_03601,g004133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-7G_002456-T1,Afum_AF100_12_7G_mRNA_02315,g004189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_004058-T1,Afum_08_12_12_13_mRNA_03979,g004231,NA,NA,NA,NA,Vps62=2e-14,sp|Q06466|TDA6_YEAST,1.5e-53,TDA6_YEAST,YEAST,Eukaryota,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
CM2730_007562-T1,Afum_CM2730_mRNA_07343,g004233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1163_009970-T1,Afum_A1163_mRNA_09717,g004241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_002007-T1,Afum_08_12_12_13_mRNA_01972,g004245,NA,NA,NA,NA,Epimerase=2.3e-09;NAD_binding_10=3.3e-08,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009131-T1,Afum_08_12_12_13_mRNA_08977,g004265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-11-1066_010153-T1,Afum_AZTEC_11_1066_mRNA_09858,g004271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3249b_007490-T1,Afum_CM3249b_mRNA_07317,g004277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-7G_000509-T1,Afum_AF100_12_7G_mRNA_00500,g004278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_010242-T1,Afum_08_12_12_13_mRNA_10060,g004281,NA,NA,NA,NA,LPMO_10=2.3e-10,NA,NA,NA,NA,NA,NA,NA
AZTEC-7-225_001756-T1,Afum_AZTEC_7_225_mRNA_10250,g004285_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_010571-T1,Afum_12_7504462_mRNA_10318,g004285_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP65_001064-T1,Afum_AP65_mRNA_01046,g004287,NA,NA,NA,NA,LSM=2.8e-19,sp|O14352|LSM4_SCHPO,1.7e-44,LSM4_SCHPO,SCHPO,Eukaryota,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
D17_007786-T1,Afum_D17_mRNA_07610,g004289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-8_001758-T1,Afum_AF100_12_8_mRNA_01635,g004291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W72310_009051-T1,Afum_W72310_mRNA_08694,g004293,NA,NA,NA,NA,DUF3632=3.3e-15,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006409-T1,Afum_08_12_12_13_mRNA_06286,g004296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_010581-T1,Afum_12_7504462_mRNA_10328,g004297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F21572_009564-T1,Afum_F21572_mRNA_09365,g004299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF210_007132-T1,Afum_AF210_mRNA_06984,g004304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F7763_005586-T1,Afum_F7763_mRNA_05466,g004305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009505-T1,Afum_08_19_02_46_mRNA_09301,g004307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-885_010496-T1,Afum_COH_885_mRNA_10190,g004309_6,NA,NA,NA,NA,Myosin_tail_1=8.5e-102,sp|P49824|MYH7_CANLF,0,MYH7_CANLF,CANLF,Eukaryota,9615,Canis lupus familiaris
ATCC46645_002306-T1,Afum_ATCC46645_mRNA_02163,g004337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10A_001522-T1,Afum_AF100_10A_mRNA_01502,g004406_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TP32_003453-T1,Afum_TP32_mRNA_03372,g004567,NA,NA,NA,NA,Fungal_trans=4.8e-11,NA,NA,NA,NA,NA,NA,NA
ASFUM10-01-02-27_005165-T1,Afum_10_01_02_27_mRNA_05077,g004599,NA,NA,NA,NA,Lactamase_B=2.3e-10,sp|A0A097ZPE4|ANDK_EMEVA,3.6e-82,ANDK_EMEVA,EMEVA,Eukaryota,1549217,Emericella variicolor
IFM-58401_003555-T1,Afum_IFM_58401_mRNA_03473,g004653_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003567-T1,Afum_08_12_12_13_mRNA_03499,g004678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-21_003469-T1,Afum_AF100_12_21_mRNA_03345,g004692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F18304_005443-T1,Afum_F18304_mRNA_05367,g004695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-38_002360-T1,Afum_AF100_12_38_mRNA_02276,g004698,NA,NA,NA,NA,Ribosomal_S26e=3.3e-54,sp|P21772|RS26_NEUCR,2.3e-69,RS26_NEUCR,NEUCR,Eukaryota,367110,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
ASFUM08-12-12-13_010295-T1,Afum_08_12_12_13_mRNA_10112,g004713,NA,NA,NA,NA,Fig1=1.7e-53,NA,NA,NA,NA,NA,NA,NA
TP32_006970-T1,Afum_TP32_mRNA_06822,g004718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10B_002964-T1,Afum_AF100_10B_mRNA_02907,g004739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-10_007816-T1,Afum_AF100_12_10_mRNA_07624,g004740,NA,NA,NA,NA,zf-C2H2=2.7e-09,sp|Q5RB30|Z585B_PONAB,3.1e-25,Z585B_PONAB,PONAB,Eukaryota,9601,Pongo abelii
AF100-12-7G_003764-T1,Afum_AF100_12_7G_mRNA_03565,g004743,NA,NA,NA,NA,FMN_bind_2=6.1e-49;FMN_bind_2=6.1e-49,sp|Q4WVZ0|YA800_ASPFU,3.4e-74,YA800_ASPFU,ASPFU,Eukaryota,330879,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
AF100-12-3G_009057-T1,Afum_AF100_12_3G_mRNA_08826,g004748,NA,NA,NA,NA,Cupin_2=1.1e-08;Cupin_3=6.1e-11;EutQ=4e-08,NA,NA,NA,NA,NA,NA,NA
AF100-12-3G_006472-T1,Afum_AF100_12_3G_mRNA_06269,g004750,NA,NA,NA,NA,DASH_Hsk3=8.2e-23,NA,NA,NA,NA,NA,NA,NA
ASFUM117535A-1_002911-T1,Afum_117535A_1_1_mRNA_02858,g004753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2-AF100-1-24_009060-T1,Afum_DMC2_AF100_1_24_mRNA_08887,g004757_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_003331-T1,Afum_08_19_02_30_mRNA_03270,g004762,NA,NA,NA,NA,Esterase_PHB=5.4e-21;Peptidase_S9=2.7e-08,sp|Q96W96|AXE1_ASPFI,1.7e-68,AXE1_ASPFI,ASPFI,Eukaryota,5058,Aspergillus ficuum
IFM-61407_007076-T1,Afum_IFM_61407_mRNA_06727,g004764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007891-T1,Afum_08_12_12_13_mRNA_07752,g004770,NA,NA,NA,NA,DUF1687=5e-27,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009199-T1,Afum_08_12_12_13_mRNA_09045,g004773,NA,NA,NA,NA,APH=1.4e-14;Choline_kinase=7.5e-07,NA,NA,NA,NA,NA,NA,NA
W72310_006094-T1,Afum_W72310_mRNA_05794,g004774,NA,NA,NA,NA,LysM=8.3e-09,sp|D4ALG0|LYSM1_ARTBC,1e-47,LYSM1_ARTBC,ARTBC,Eukaryota,663331,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371)
AF106-6-5_010061-T1,Afum_AF106_6_5_mRNA_09850,g004775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5257-CDC-28_004444-T1,Afum_B5257_CDC_28_mRNA_04368,g004782_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-36-03-25_001794-T1,Afum_08_36_03_25_mRNA_10122,g004864_1,NA,NA,NA,NA,Pkinase=1.3e-10,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_000007-T1,Afum_09_7500806_mRNA_00007,g004864_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_005111-T1,Afum_AFIS_23107_CDC_12_mRNA_04959,g004864_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_005110-T1,Afum_AFIS_23107_CDC_12_mRNA_04958,g004864_4,NA,NA,NA,NA,Pkinase=3.6e-10,NA,NA,NA,NA,NA,NA,NA
CM5757_009606-T1,Afum_CM5757_mRNA_09425,g004890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF293_000010-T1,Afum_AF293_mRNA_00010,g005082_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B7518-CDC-26_003267-T1,Afum_B7518_CDC_26_mRNA_03185,g005082_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003600-T1,Afum_08_12_12_13_mRNA_03531,g005084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2141_000077-T1,Afum_CM2141_mRNA_00077,g005164_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Af65_001745-T1,Afum_Af65_mRNA_01692,g005164_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_009815-T1,Afum_09_7500806_mRNA_09570,g005188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009954-T1,Afum_08_12_12_13_mRNA_09774,g005204,NA,NA,NA,NA,RNA_pol_L=1.4e-13;RNA_pol_L_2=1.5e-29,sp|P38902|RPB11_YEAST,7.6e-34,RPB11_YEAST,YEAST,Eukaryota,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
B5859_000665-T1,Afum_B5859_mRNA_00651,g005208,NA,NA,NA,NA,CIAPIN1=1.3e-42;DRE2_N=1.2e-32,sp|A1D3K3|DRE2_NEOFI,2.3e-197,DRE2_NEOFI,NEOFI,Eukaryota,331117,Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181)
ASFUM08-12-12-13_001774-T1,Afum_08_12_12_13_mRNA_01742,g005215,NA,NA,NA,NA,NA,sp|Q0CJ58|ATD_ASPTN,2.9e-120,ATD_ASPTN,ASPTN,Eukaryota,341663,Aspergillus terreus (strain NIH 2624 / FGSC A1156)
AZTEC-17-234_003789-T1,Afum_AZTEC_17_234_mRNA_03600,g005222,NA,NA,NA,NA,GATase=6e-11,sp|B6HLP3|CHYE_PENRW,1.5e-84,CHYE_PENRW,PENRW,Eukaryota,500485,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)
COH-694_000720-T1,Afum_COH_694_mRNA_00706,g005240,NA,NA,NA,NA,Ribosomal_L44=1.4e-35,sp|P52809|RL44_CYBJA,1.6e-60,RL44_CYBJA,CYBJA,Eukaryota,4903,Cyberlindnera jadinii
W72310_004150-T1,Afum_W72310_mRNA_03903,g005243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005065-T1,Afum_08_12_12_13_mRNA_04974,g005244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_001140-T1,Afum_AFIS_23107_CDC_12_mRNA_01120,g005250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001613-T1,Afum_08_12_12_13_mRNA_01590,g005265,NA,NA,NA,NA,DUF3716=3.2e-15,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007125-T1,Afum_08_12_12_13_mRNA_06993,g005291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-17_004897-T1,Afum_AF100_12_17_mRNA_04697,g005300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATCC-46645_002994-T1,Afum_ATCC_46645_mRNA_02852,g005302,NA,NA,NA,NA,GCN5L1=5.5e-20,NA,NA,NA,NA,NA,NA,NA
COH-762_009014-T1,Afum_COH_762_mRNA_08787,g005303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_003633-T1,Afum_08_19_02_30_mRNA_03557,g005305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-10_009228-T1,Afum_AF100_12_10_mRNA_09014,g005306,NA,NA,NA,NA,Ribosomal_S28e=8.9e-32,sp|Q7S6W5|RS28_NEUCR,1.6e-33,RS28_NEUCR,NEUCR,Eukaryota,367110,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
ASFUM117535A-1_008513-T1,Afum_117535A_1_1_mRNA_08355,g005308,NA,NA,NA,NA,GFA=6.9e-17;GFA=6.9e-17,NA,NA,NA,NA,NA,NA,NA
W72310_003706-T1,Afum_W72310_mRNA_03465,g005316,NA,NA,NA,NA,NA,sp|P9WEZ3|PYTC_ASPTE,4.2e-21,PYTC_ASPTE,ASPTE,Eukaryota,33178,Aspergillus terreus
CM3720_001833-T1,Afum_CM3720_mRNA_01740,g005317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF210_007060-T1,Afum_AF210_mRNA_06912,g005321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006374-T1,Afum_08_12_12_13_mRNA_06251,g005324,NA,NA,NA,NA,DUF3632=8e-26,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_004768-T1,Afum_08_19_02_46_mRNA_04661,g005332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006332-T1,Afum_08_12_12_13_mRNA_06209,g005336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_004316-T1,Afum_08_19_02_46_mRNA_04222,g005342,NA,NA,NA,NA,Ribosomal_S25=1.1e-37,sp|Q7SC06|RS25_NEUCR,2.6e-43,RS25_NEUCR,NEUCR,Eukaryota,367110,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
DMC2AF100-1-3_006773-T1,Afum_DMC2_AF100_1_3_mRNA_06506,g005349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_010100-T1,Afum_08_12_12_13_mRNA_09918,g005350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF106-6-9_000090-T1,Afum_AF106_6_9_mRNA_00088,g005352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504652_001974-T1,Afum_12_7504652_mRNA_01922,g005387_1,NA,NA,NA,NA,DUF4246=1e-36,NA,NA,NA,NA,NA,NA,NA
MO91298SB_009360-T1,Afum_MO91298SB_mRNA_09209,g005411_1,NA,NA,NA,NA,Methyltransf_23=1.4e-09,sp|Q2ULA2|LAEA_ASPOR,2.2e-43,LAEA_ASPOR,ASPOR,Eukaryota,510516,Aspergillus oryzae (strain ATCC 42149 / RIB 40)
DMC2AF100-1-18_004753-T1,Afum_DMC2_AF100_1_18_mRNA_04575,g005551,NA,NA,NA,NA,Fungal_trans=5.3e-11,NA,NA,NA,NA,NA,NA,NA
AF100-12-37_004972-T1,Afum_AF100_12_37_mRNA_04806,g005601,NA,NA,NA,NA,Fungal_trans=1.6e-10,sp|K0E2F6|ECDB_ASPRU,1.5e-28,ECDB_ASPRU,ASPRU,Eukaryota,41736,Aspergillus rugulosus
CM2733_008357-T1,Afum_CM2733_mRNA_08121,g005614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM5757_009621-T1,Afum_CM5757_mRNA_09440,g005621,NA,NA,NA,NA,HSF_DNA-bind=1e-14,NA,NA,NA,NA,NA,NA,NA
IFM-60514_009915-T1,Afum_IFM_60514_mRNA_09697,g005631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005064-T1,Afum_08_12_12_13_mRNA_04973,g005640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008259-T1,Afum_08_12_12_13_mRNA_08113,g005690,NA,NA,NA,NA,Fungal_trans=9.1e-13;Zn_clus=2.4e-07,sp|Q05481|ZNF91_HUMAN,1.9e-27,ZNF91_HUMAN,HUMAN,Eukaryota,9606,Homo sapiens
IFM-61407_004908-T1,Afum_IFM_61407_mRNA_04646,g005702,NA,NA,NA,NA,AMP-binding=3.3e-25;AMP-binding=3.3e-25,sp|O30409|TYCC_BREPA,9.8e-69,TYCC_BREPA,BREPA,Bacteria,54914,Brevibacillus parabrevis
ASFUM08-12-12-13_000660-T1,Afum_08_12_12_13_mRNA_00645,g005705,NA,NA,NA,NA,FtsJ=5e-61,sp|P53123|MRM2_YEAST,5.6e-59,MRM2_YEAST,YEAST,Eukaryota,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
IFM-59361-1_010405-T1,Afum_IFM_59361_1_mRNA_09917,g005731,NA,NA,NA,NA,Glyco_hydro_28=4.6e-10,sp|Q5ASG9|PGLX1_EMENI,3.6e-31,PGLX1_EMENI,EMENI,Eukaryota,227321,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)
ASFUM08-12-12-13_008323-T1,Afum_08_12_12_13_mRNA_08177,g005747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000643-T1,Afum_08_12_12_13_mRNA_00628,g005775,NA,NA,NA,NA,Hep_59=2.2e-22,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_007222-T1,Afum_08_19_02_30_mRNA_07101,g005776,NA,NA,NA,NA,CFEM=3.4e-07,NA,NA,NA,NA,NA,NA,NA
CM3249_003195-T1,Afum_CM3249_mRNA_03079,g005788,NA,NA,NA,NA,DUF2293=5.3e-31,NA,NA,NA,NA,NA,NA,NA
CM2495_006302-T1,Afum_CM2495_mRNA_06143,g005814,NA,NA,NA,NA,DUF1348=3.5e-58,NA,NA,NA,NA,NA,NA,NA
AF300_004120-T1,Afum_AF300_mRNA_04004,g005832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM10-01-02-27_009695-T1,Afum_10_01_02_27_mRNA_09535,g005834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-38_009036-T1,Afum_AF100_12_38_mRNA_08825,g005835_1,NA,NA,NA,NA,zf-3CxxC=1.7e-24,NA,NA,NA,NA,NA,NA,NA
ASFUM08-31-08-91_006372-T1,Afum_08_31_08_91_mRNA_06251,g005835_2,NA,NA,NA,NA,zf-3CxxC=4.2e-22,NA,NA,NA,NA,NA,NA,NA
AF100-12-21_005923-T1,Afum_AF100_12_21_mRNA_05749,g005836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5288-CDC-16_009731-T1,Afum_B5288_CDC_16_mRNA_09473,g005839,NA,NA,NA,NA,Pkinase=2.4e-17,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_010034-T1,Afum_08_12_12_13_mRNA_09853,g005847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_001894-T1,Afum_AFIS_23107_CDC_12_mRNA_10388,g005850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009874-T1,Afum_08_12_12_13_mRNA_09698,g005852,NA,NA,NA,NA,V-ATPase_G=2.9e-35,sp|P78713|VATG_NEUCR,2.8e-35,VATG_NEUCR,NEUCR,Eukaryota,367110,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
AF100-11A_008692-T1,Afum_AF100_11A_mRNA_08463,g005865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001608-T1,Afum_08_12_12_13_mRNA_01585,g005882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006513-T1,Afum_08_12_12_13_mRNA_06390,g005884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_004871-T1,Afum_08_19_02_30_mRNA_04778,g005885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_002186-T1,Afum_12_7504462_mRNA_02085,g005886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-36-03-25_001861-T1,Afum_08_36_03_25_mRNA_10188,g005887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_007011-T1,Afum_08_19_02_30_mRNA_06895,g005892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_004465-T1,Afum_08_12_12_13_mRNA_04379,g005894,NA,NA,NA,NA,Mrx7=2.9e-14,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_001928-T1,Afum_12_7504462_mRNA_10413,g005961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-21_002785-T1,Afum_AF100_12_21_mRNA_02695,g005992,NA,NA,NA,NA,Clat_adaptor_s=4.7e-44,sp|Q4WS49|AP2S_ASPFU,6.2e-75,AP2S_ASPFU,ASPFU,Eukaryota,330879,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
ASFUM08-36-03-25_001864-T1,Afum_08_36_03_25_mRNA_10191,g005997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM1F1SW-F4_001740-T1,Afum_1F1SW_F4_mRNA_01714,g006017,NA,NA,NA,NA,F-box=6.4e-08,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000679-T1,Afum_08_12_12_13_mRNA_00664,g006021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM117535A-1_008282-T1,Afum_117535A_1_1_mRNA_08131,g006056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-60237_003551-T1,Afum_IFM_60237_mRNA_10494,g006085_4,NA,NA,VOG04955,7.6e-35,Glyco_hydro_18=1.1e-35,sp|E9QRF2|CHIB1_ASPFU,9.4e-78,CHIB1_ASPFU,ASPFU,Eukaryota,330879,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
ASFUM08-19-02-46_008470-T1,Afum_08_19_02_46_mRNA_08292,g006086,NA,NA,NA,NA,FB_lectin=4.6e-24;Pterin_4a=1e-09,NA,NA,NA,NA,NA,NA,NA
ASFUM117535A-1_002060-T1,Afum_117535A_1_1_mRNA_02017,g006088,NA,NA,NA,NA,DAGK_cat=2.3e-14,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_005003-T1,Afum_08_19_02_10_mRNA_04899,g006101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM117535A-1_003094-T1,Afum_117535A_1_1_mRNA_03041,g006121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1163_007864-T1,Afum_A1163_mRNA_07650,g006137_2,NA,NA,NA,NA,Pkinase=3.8e-22;Pkinase=3.8e-22,sp|Q45FA5|SRPK_PHYPO,1.1e-28,SRPK_PHYPO,PHYPO,Eukaryota,5791,Physarum polycephalum
ASFUM12-7504462_010562-T1,Afum_12_7504462_mRNA_10309,g006209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_009501-T1,Afum_08_19_02_30_mRNA_09327,g006271,NA,NA,NA,NA,GST_C_2=1.7e-07;GST_N_4=6.2e-21;Tom37=4.5e-08,NA,NA,NA,NA,NA,NA,NA
F12219_008803-T1,Afum_F12219_mRNA_08648,g006291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10A_005693-T1,Afum_AF100_10A_mRNA_05457,g006302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_010220-T1,Afum_08_19_02_30_mRNA_10028,g006307,NA,NA,NA,NA,Pkinase=6.3e-12;PK_Tyr_Ser-Thr=1.2e-09,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005217-T1,Afum_08_12_12_13_mRNA_05126,g006320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59359_007955-T1,Afum_IFM_59359_mRNA_07448,g006341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
